risorsa,url,title,editor,author,contributor,shelfmark,page,place of publishing,year of publishing,issuance,identifier,licence,geographic place,city,latitude,longitude,href
37878072914,https://farm5.staticflickr.com/4520/37878072914_4e8ca4a90d_o.jpg,Palermo - Piazza della Rivoluzione,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,194,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (194),CC BY SA 4.0,"Piazza della Rivoluzione, Palermo",Palermo,38.114157,13.366606,https://www.flickr.com/photos/biblioteca-comunale-palermo/37878072914
37878244704,https://farm5.staticflickr.com/4519/37878244704_f434b6acf1_o.jpg,Piazza Marina,"Dr. Trenkler Co, Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,197,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (197),CC BY SA 4.0,"Piazza Marina, Palermo",Palermo,38.117965,13.368000,https://www.flickr.com/photos/biblioteca-comunale-palermo/37878244704
37878589674,https://farm5.staticflickr.com/4538/37878589674_ed97a999f9_o.jpg,Palermo - via della Libertà,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,263,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (263),CC BY SA 4.0,"Palermo, via della Libertà, via Libertà,",Palermo,38.125256,13.355212,https://www.flickr.com/photos/biblioteca-comunale-palermo/37878589674
37889303806,https://farm5.staticflickr.com/4484/37889303806_ab1e997747_o.jpg,Monte Pellegrino e la Cala,"Dr. Trenkler Co, Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,1,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (1),CC BY SA 4.0,"Cala, Chiesa S. Maria della Catena, Castello a Mare, Palermo",Palermo,38.119297,13.369009,https://www.flickr.com/photos/biblioteca-comunale-palermo/37889303806
37938297325,https://farm5.staticflickr.com/4582/37938297325_34e123cfe1_o.jpg,Palermo – S. Erasmo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,327,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (327),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38.112848,13.378472,https://www.flickr.com/photos/biblioteca-comunale-palermo/37938297325
37938454915,https://farm5.staticflickr.com/4522/37938454915_2ee27de01f_o.jpg,Palermo – Piccolo porto Sant'Erasmo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,330,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (330),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38.112654,13.378558,https://www.flickr.com/photos/biblioteca-comunale-palermo/37938454915
37938527245,https://farm5.staticflickr.com/4554/37938527245_3d7e2bc3f9_o.jpg,Palermo - Sant'Erasmo - Arrivo del tonno - III.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,331,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (331),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38.112654,13.378558,https://www.flickr.com/photos/biblioteca-comunale-palermo/37938527245
37957515984,https://farm5.staticflickr.com/4515/37957515984_cc19da73a9_o.jpg,Palermo - Piazza Marina e Giardino Garibaldi,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,200,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (200),CC BY SA 4.0,"Piazza Marina, Giardino Garibaldi, Palermo",Palermo,38.117965,13.368000,https://www.flickr.com/photos/biblioteca-comunale-palermo/37957515984
37957973514,https://farm5.staticflickr.com/4557/37957973514_a42e7cd05e_o.jpg,Palermo - Piazza Marina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,206,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (206),CC BY SA 4.0,"Piazza Marina, Giardino Garibaldi, Palermo",Palermo,38.117965,13.368000,https://www.flickr.com/photos/biblioteca-comunale-palermo/37957973514
37958432084,https://farm5.staticflickr.com/4563/37958432084_c13c6c5f67_o.jpg,Palermo - Piazza Marina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,208,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (208),CC BY SA 4.0,"Piazza Marina, Giardino Garibaldi, Palermo",Palermo,38.117965,13.368000,https://www.flickr.com/photos/biblioteca-comunale-palermo/37958432084
37958488444,https://farm5.staticflickr.com/4557/37958488444_5d96a8725b_o.jpg,Palermo - Piazza S. Spirito,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,210,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (210),CC BY SA 4.0,"Piazza S. Spirito, Palermo",Palermo,38.119702,13.370983,https://www.flickr.com/photos/biblioteca-comunale-palermo/37958488444
37978797334,https://farm5.staticflickr.com/4570/37978797334_1fd7a174e6_o.jpg,Palermo - Piazza Ruggiero VII e Via Lolli,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,219,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (219),CC BY SA 4.0,"Piazza Ruggiero VII, Palermo",Palermo,38.124901,13.356145,https://www.flickr.com/photos/biblioteca-comunale-palermo/37978797334
37979009134,https://farm5.staticflickr.com/4516/37979009134_4e75676473_o.jpg,Palermo - via Roma,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,280,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (280),CC BY SA 4.0,"Palermo, via Roma, corso Vittorio Emanuele",Palermo,38.116765,13.363505,https://www.flickr.com/photos/biblioteca-comunale-palermo/37979009134
37979027914,https://farm5.staticflickr.com/4517/37979027914_b73334fa90_o.jpg,Palermo - Piazza Santa Oliva e Politeama,"Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,221,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (221),CC BY SA 4.0,"Piazza Santa Oliva, Politeama, Palermo",Palermo,38.124606,13.355276,https://www.flickr.com/photos/biblioteca-comunale-palermo/37979027914
37979353914,https://farm5.staticflickr.com/4544/37979353914_58eae22cf0_o.jpg,Palermo - Piazza Castelnuovo,"G. Lo Cascio e Schiavo, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,222,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (222),CC BY SA 4.0,"Piazza Castelnuovo, Palermo",Palermo,38.124403,13.355169,https://www.flickr.com/photos/biblioteca-comunale-palermo/37979353914
37979675644,https://farm5.staticflickr.com/4542/37979675644_35e210c38f_o.jpg,Palermo Nuova - via Roma e chiosco due Paleme,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,287,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (287),CC BY SA 4.0,"Palermo, via Roma, piazzetta due Paleme",Palermo,38.119415,13.362132,https://www.flickr.com/photos/biblioteca-comunale-palermo/37979675644
37982458196,https://farm5.staticflickr.com/4506/37982458196_80c8267714_o.jpg,Palermo - La Cala,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,8,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (8),CC BY SA 4.0,"Cala, porto, Palermo",Palermo,38.120040,13.366756,https://www.flickr.com/photos/biblioteca-comunale-palermo/37982458196
37982868266,https://farm5.staticflickr.com/4456/37982868266_e258294d2d_o.jpg,Cala - al tramonto,"Stengel &amp; Co, Dresda","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,12,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (12),CC BY SA 4.0,"La Cala, porto, porta Carbone, Palermo",Palermo,38.119221,13.367174,https://www.flickr.com/photos/biblioteca-comunale-palermo/37982868266
37982991976,https://farm5.staticflickr.com/4499/37982991976_2b921d5320_o.jpg,Palermo - Cala,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,13,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (13),CC BY SA 4.0,"La Cala, Monte Pellegrino, porto, Palermo",Palermo,38.119221,13.367174,https://www.flickr.com/photos/biblioteca-comunale-palermo/37982991976
37999645734,https://farm5.staticflickr.com/4568/37999645734_150ca4b14f_o.jpg,Palermo - Piazza Ucciardone e Corso Scinà,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,229,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (229),CC BY SA 4.0,"Piazza Ucciardone, Corso Scinà,Palermo",Palermo,38.130455,13.360286,https://www.flickr.com/photos/biblioteca-comunale-palermo/37999645734
38001660134,https://farm5.staticflickr.com/4540/38001660134_a7cdaa3e9c_o.jpg,Palermo - via Cavour,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,299,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (299),CC BY SA 4.0,"Palermo, via Cavour",Palermo,38.122099,13.360995,https://www.flickr.com/photos/biblioteca-comunale-palermo/38001660134
38004073212,https://farm5.staticflickr.com/4496/38004073212_72c46e57c4_o.jpg,Palermo - Cala e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,5,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (5),CC BY SA 4.0,"Cala, Chiesa S. Maria della Catena, Castello a Mare, Palermo",Palermo,38.119297,13.369009,https://www.flickr.com/photos/biblioteca-comunale-palermo/38004073212
38004520782,https://farm5.staticflickr.com/4486/38004520782_ebae549b3d_o.jpg,La Cala - Tramonto invernale,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,6,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (6),CC BY SA 4.0,"Cala, Porto, Castello a Mare, Palermo",Palermo,38.119221,13.367174,https://www.flickr.com/photos/biblioteca-comunale-palermo/38004520782
38004869686,https://farm5.staticflickr.com/4456/38004869686_3fc6e55b72_o.jpg,"Palermo – La Cala, il Castello e Monte Pellegrino",,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,15,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (15),CC BY SA 4.0,"La Cala, Monte Pellegrino, porto, Castello a Mare, Palermo",Palermo,38.119221,13.367174,https://www.flickr.com/photos/biblioteca-comunale-palermo/38004869686
38005316322,https://farm5.staticflickr.com/4479/38005316322_06a3394e4e_o.jpg,,,,,,,,,,,,,,38.119221,13.367174,https://www.flickr.com/photos/biblioteca-comunale-palermo/38005316322
38005965206,https://farm5.staticflickr.com/4480/38005965206_23459315d6_o.jpg,Palermo – Cala,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,17,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (17),CC BY SA 4.0,"La Cala, porto, porta Carbone, Pescatori, Palermo",Palermo,38.119221,13.367174,https://www.flickr.com/photos/biblioteca-comunale-palermo/38005965206
38029083302,https://farm5.staticflickr.com/4443/38029083302_8f24d543f8_o.jpg,Palermo - la Cala,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,21,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (21),CC BY SA 4.0,"La Cala, porto, pescatori, Palermo",Palermo,38.120284,13.369545,https://www.flickr.com/photos/biblioteca-comunale-palermo/38029083302
38029160692,https://farm5.staticflickr.com/4456/38029160692_c56506f66a_o.jpg,Palermo – Cala,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,22,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (22),CC BY SA 4.0,"La Cala, porto, pescatori, Palermo",Palermo,38.119221,13.367174,https://www.flickr.com/photos/biblioteca-comunale-palermo/38029160692
38035897861,https://farm5.staticflickr.com/4446/38035897861_18f98170ab_o.jpg,Palermo - Alla Cala,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,9,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (9),CC BY SA 4.0,"La Cala, porto, porta Carbone, Palermo",Palermo,38.119221,13.367174,https://www.flickr.com/photos/biblioteca-comunale-palermo/38035897861
38053237856,https://farm5.staticflickr.com/4457/38053237856_3ebb1275b4_o.jpg,Palermo – Porto e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,29,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (29),CC BY SA 4.0,"Porto, Monte Pellegrino, molo, banchina, Palermo",Palermo,38.125619,13.365833,https://www.flickr.com/photos/biblioteca-comunale-palermo/38053237856
38059585691,https://farm5.staticflickr.com/4477/38059585691_e813a040ec_o.jpg,Palermo – Cala,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,19,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (19),CC BY SA 4.0,"La Cala, porto, Foro Italico, Foro Umberto I, Palermo",Palermo,38.120284,13.369545,https://www.flickr.com/photos/biblioteca-comunale-palermo/38059585691
38060128971,https://farm5.staticflickr.com/4470/38060128971_cb0bd59056_o.jpg,Palermo - sull'Antemurale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,23,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (23),CC BY SA 4.0,"La Cala, porto, pescatori, antemurale, Palermo",Palermo,38.120284,13.369545,https://www.flickr.com/photos/biblioteca-comunale-palermo/38060128971
38061806991,https://farm5.staticflickr.com/4507/38061806991_707a530032_o.jpg,Palermo - sull'Antemurale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,24,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (24),CC BY SA 4.0,"La Cala, porto, pescatori, antemurale, Palermo",Palermo,38.120284,13.369545,https://www.flickr.com/photos/biblioteca-comunale-palermo/38061806991
38062317961,https://farm5.staticflickr.com/4501/38062317961_2643f4289e_o.jpg,Palermo - Molo e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,27,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (27),CC BY SA 4.0,"Molo, porto, Monte Pellegrino, Palermo",Palermo,38.127332,13.365780,https://www.flickr.com/photos/biblioteca-comunale-palermo/38062317961
38108760064,https://farm5.staticflickr.com/4522/38108760064_c54c9fc305_o.jpg,Palermo - Sant'Erasmo - Arrivo del tonno - III.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,329,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (329),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38.112654,13.378558,https://www.flickr.com/photos/biblioteca-comunale-palermo/38108760064
38108809251,https://farm5.staticflickr.com/4513/38108809251_f10795f806_o.jpg,Palermo - Porto e Panorama,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,35,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (35),CC BY SA 4.0,"Porto, barche, molo, banchina, panorama, Palermo",Palermo,38.125501,13.368065,https://www.flickr.com/photos/biblioteca-comunale-palermo/38108809251
38111010224,https://farm5.staticflickr.com/4537/38111010224_e5100732c8_o.jpg,Palermo - Sant'Erasmo - Arrivo del tonno - VI.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,335,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (335),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38.112704,13.378536,https://www.flickr.com/photos/biblioteca-comunale-palermo/38111010224
38111040824,https://farm5.staticflickr.com/4533/38111040824_065f03ba47_o.jpg,Palermo – Piccolo Porto S. Erasmo II.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,336,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (336),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38.112704,13.378536,https://www.flickr.com/photos/biblioteca-comunale-palermo/38111040824
38111113524,https://farm5.staticflickr.com/4536/38111113524_35a9965134_o.jpg,Palermo - Sant'Erasmo - Arrivo del tonno - V.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,338,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (338),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,38.112704,13.378536,https://www.flickr.com/photos/biblioteca-comunale-palermo/38111113524
38132840264,https://farm5.staticflickr.com/4579/38132840264_48c0e2f297_o.jpg,Palermo - Foro Umberto I.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,347,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (347),CC BY SA 4.0,"Foro Umberto I, Palermo",Palermo,38.116739,13.373848,https://www.flickr.com/photos/biblioteca-comunale-palermo/38132840264
38203742756,https://farm5.staticflickr.com/4586/38203742756_8daaf4da07_o.jpg,Palermo - Il Porto con veduta della Città,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,38,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (38),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Palermo",Palermo,38.130640,13.364503,https://www.flickr.com/photos/biblioteca-comunale-palermo/38203742756
38226783806,https://farm5.staticflickr.com/4552/38226783806_2110bc7038_o.jpg,Palermo - La stazione di caricamento nel porto,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,48,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (48),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, carretti, carretti siciliani, Monte Pellegrino, Palermo",Palermo,38.132328,13.362936,https://www.flickr.com/photos/biblioteca-comunale-palermo/38226783806
38227139346,https://farm5.staticflickr.com/4574/38227139346_4a61f1eaca_o.jpg,Palermo dal mare,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,51,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (51),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Teatro Massimo, Palermo",Palermo,38.125619,13.365833,https://www.flickr.com/photos/biblioteca-comunale-palermo/38227139346
38227368726,https://farm5.staticflickr.com/4574/38227368726_0417e9f033_o.jpg,Palermo - Banchina di approdo sulla via Borgo,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,52,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (52),CC BY SA 4.0,"Porto, barche, molo, banchina, navi,via Borgo, Palermo",Palermo,38.130640,13.364503,https://www.flickr.com/photos/biblioteca-comunale-palermo/38227368726
38247221432,https://farm5.staticflickr.com/4576/38247221432_24ea936ec5_o.jpg,Palermo - Scarico della farina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,44,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (44),CC BY SA 4.0,"Porto, barche, scarico, farina, navi, Palermo",Palermo,38.125734,13.367185,https://www.flickr.com/photos/biblioteca-comunale-palermo/38247221432
38279508671,https://farm5.staticflickr.com/4520/38279508671_3d3a5ee966_o.jpg,Palermo - Barche a vela,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,45,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (45),CC BY SA 4.0,"Porto, barche a vela, navi, Monte Pellegrino, Palermo",Palermo,38.121120,13.370704,https://www.flickr.com/photos/biblioteca-comunale-palermo/38279508671
38281752091,https://farm5.staticflickr.com/4544/38281752091_860a916a41_o.jpg,Palermo - Porto e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,49,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (49),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, carretti, carretti siciliani, Monte Pellegrino, Palermo",Palermo,38.132328,13.362936,https://www.flickr.com/photos/biblioteca-comunale-palermo/38281752091
38329484596,https://farm5.staticflickr.com/4551/38329484596_1b61805dac_o.jpg,Palermo - Porta Nuova,"L. Sandron, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,104,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (104),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,38.112213,13.352615,https://www.flickr.com/photos/biblioteca-comunale-palermo/38329484596
38329591536,https://farm5.staticflickr.com/4521/38329591536_f995ae856e_o.jpg,En entrant dans le port de Palerme,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,62,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (62),CC BY SA 4.0,"Porto, barche, navi, molo, villa Igiea, Palermo",Palermo,38.145627,13.372335,https://www.flickr.com/photos/biblioteca-comunale-palermo/38329591536
38329676486,https://farm5.staticflickr.com/4519/38329676486_79c4988264_o.jpg,Porta Nuova dell'architetto Gaspare Guercio,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,106,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (106),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,38.112213,13.352615,https://www.flickr.com/photos/biblioteca-comunale-palermo/38329676486
38330462046,https://farm5.staticflickr.com/4541/38330462046_5d6421684f_o.jpg,Saluti da Palermo - Porta Felice,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,115,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (115),CC BY SA 4.0,"porta Felice, Palermo",Palermo,38.119753,13.371337,https://www.flickr.com/photos/biblioteca-comunale-palermo/38330462046
38331656116,https://farm5.staticflickr.com/4562/38331656116_c14ac3f0de_o.jpg,Palermo - Foro Umberto I e Porta Felice,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,116,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (116),CC BY SA 4.0,"porta Felice, foro Umberto I, foro Italico, Palermo",Palermo,38.119753,13.371337,https://www.flickr.com/photos/biblioteca-comunale-palermo/38331656116
38331816956,https://farm5.staticflickr.com/4527/38331816956_e6d73f5aac_o.jpg,Porta Felice e Foro Italico,"Stengel &amp; Co., Dresda","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,119,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (119),CC BY SA 4.0,"porta Felice, foro Italico, foro Umberto I, Palermo",Palermo,38.119753,13.371337,https://www.flickr.com/photos/biblioteca-comunale-palermo/38331816956
38353394286,https://farm5.staticflickr.com/4555/38353394286_922be6466d_o.jpg,Porta Felice e Foro Italico,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,125,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (125),CC BY SA 4.0,"porta Felice, Foro Umberto I, Foro Italico, Palermo",Palermo,38.119753,13.371337,https://www.flickr.com/photos/biblioteca-comunale-palermo/38353394286
38353970242,https://farm5.staticflickr.com/4520/38353970242_888094cb97_o.jpg,Palermo - Porta Nuova – Dell'archittetto Guercio,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,100,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (100),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,38.112213,13.352615,https://www.flickr.com/photos/biblioteca-comunale-palermo/38353970242
38354003382,https://farm5.staticflickr.com/4531/38354003382_22f9c57264_o.jpg,Palermo - Molo Puntone,Sciutto,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,59,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (59),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, carretto, Palermo",Palermo,38.130640,13.364503,https://www.flickr.com/photos/biblioteca-comunale-palermo/38354003382
