title,editor,author,contributor,shelfmark,page,place of publishing,year of publishing,issuance,identifier,licence,geographic place,city,risorsa
Palermo - Il Porto con veduta della Città,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,43,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (43),CC BY SA 4.0,"Porto, barche, molo, banchina,  Palermo",Palermo,24408433498
Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,370,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (370),CC BY SA 4.0,"Foro Italico, Foro Umberto I, barche, Palermo",Palermo,24409782298
Palermo - Porto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,46,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (46),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Palermo",Palermo,24410244438
Antiche denominazione delle Porte che custodivano la Città di Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,97,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (97),CC BY SA 4.0,"porta Macqueda, porta S. Giorgio, porta Colonna, porta Piedigrotta, porta Doganella, porta Carbone, Palermo",Palermo,24513385398
Palermo - Barca da pesca,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,58,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (58),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Monte Pellegrino, Palermo",Palermo,24513540388
Palermo - Molo Puntone,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,60,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (60),CC BY SA 4.0,"Porto, barche, navi, lanterna, Palermo",Palermo,24513735118
Palermo - Porta Nuova (lato est),,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,103,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (103),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,24513831438
Palermo - Porta Nuova,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,109,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (109),CC BY SA 4.0,"porta Nuova, Palermo",Palermo,24514126988
Palermo - Porta Felice Marina,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,121,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (121),CC BY SA 4.0,"porta Felice, foro Italico, foro Umberto I, Palermo",Palermo,24537517068
Palermo - Molo,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,73,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (73),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, faro, Lanterna, Palermo",Palermo,24538921528
"Palermo - Porta di Termini, oggi Garibaldi","Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,128,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (128),CC BY SA 4.0,"porta di termini, porta Garibaldi, Palermo",Palermo,24539149868
Palermo - Porto con partenza Piroscafo per Napoli,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,75,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (75),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, Piroscafo, Palermo",Palermo,24539173958
Palermo - Barca a Vela,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,78,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (78),CC BY SA 4.0,"Porto, barche a vela, pescatori, navi, molo, banchina, lanterna, faro, Palermo",Palermo,24539366888
Palermo - Porta S.^Antonino,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,130,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (130),CC BY SA 4.0,"porta Sant'Antonino, chiesa di Sant'Antonino, Palermo",Palermo,24539371248
Palermo - Capitaneria del Porto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,81,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (81),CC BY SA 4.0,"Porto, barche, pescatori, pesca, capitaneria, dogana, Palermo",Palermo,24540188788
Porta Doganella,"Dr. Stenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,134,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (134),CC BY SA 4.0,"La Cala, Porta Doganella, Monte Pellegrino, Castello a Mare, Chiesa di Santa Maria della Catena, Palermo",Palermo,24540337488
Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,83,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (83),CC BY SA 4.0,"Porto, barche, barche a vela, Palermo",Palermo,24540400498
Palermo - Il Monte Pellegrino col porto e l'antemurale,"Dr Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,87,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (87),CC BY SA 4.0,"Porto, barche, nave, molo, banchina, Monte Pellegrino, Dogana, capitaneria, La Cala, Palermo",Palermo,24540694658
Palermo - Porta Guccia,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,138,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (138),CC BY SA 4.0,"Porta Guccia, Palermo",Palermo,24540719758
Palermo - Porto Antemurale e Monte Pellegrino,ed. G. Genova Scarpinato,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,89,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (89),CC BY SA 4.0,"Porto, barche, nave, molo, banchina, Monte Pellegrino, Antemurale, Palermo",Palermo,24540814148
Palermo - Porta dei Greci,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,141,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (141),CC BY SA 4.0,"Palazzo Forcelli, Porta dei Greci, Palazzo Baucina, Palermo",Palermo,24540922888
Palermo - Porta Castro-S. Giovanni Eremiti,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,142,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (142),CC BY SA 4.0,"San Giovanni degli Eremiti, chiesa di San Giuseppe Cafasso, via dei benedettini, Porta Castro, Palermo",Palermo,24540980828
Palermo - Ospedale S. Saverio dal Corso Tukery,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,145,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (145),CC BY SA 4.0,"Porta Giglio, Ospedale San Saverio, Palermo",Palermo,24541357148
Palermo - Molo e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,91,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (91),CC BY SA 4.0,"Porto, barche, nave, molo, banchina, Monte Pellegrino, Palermo",Palermo,24561600048
Palermo - Corso calatafimi,"dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,237,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (237),CC BY SA 4.0,"Palermo, corso Calatafimi, piazza Indipendenza, albergo delle povere",Palermo,24562133978
Palermo - Corso Calatafimi,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,238,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (238),CC BY SA 4.0,"Palermo, corso Calatafimi, tram",Palermo,24562171198
Palermo - via Macqueda,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,244,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (244),CC BY SA 4.0,"Palermo, via Macqueda, via Maqueda, piazza Verdi,",Palermo,24581695538
Palermo - via Ruggero Settimo,"Devaux, Paris","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,247,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (247),CC BY SA 4.0,"Palermo, via Ruggero Settimo, piazza Castelnuovo, Politeama",Palermo,24581934608
Piazza Vigliena,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,159,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (159),CC BY SA 4.0," Piazza Vigliena, Quattro Canti, Quattro Cantoni, Palermo",Palermo,24663686398
Palermo - La gran Fontana di Piazza Pretoria,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,165,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (165),CC BY SA 4.0,"Piazza Pretoria, Piazza della Vergona, Palermo",Palermo,24664911248
Piazza S. Anna,"Dr. Trenkler Co, Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,193,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (193),CC BY SA 4.0,"Piazza S. Anna, Palermo",Palermo,24722842768
Palermo - via Matteo Bonello,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,264,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (264),CC BY SA 4.0,"Palermo, via Matteo Bonello, cattedrale",Palermo,24723531748
Palermo - Palermo - viale Libertà,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,266,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (266),CC BY SA 4.0,"Palermo, via della Libertà, via Libertà, viale Libertà, Politeama, piazza Castelnuovo",Palermo,24723722448
Palermo - Piazza Marina - Giardino Garibaldi e fontana del Garraffo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,201,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (201),CC BY SA 4.0,"Piazza Marina, Giardino Garibaldi, Palermo",Palermo,24803009958
Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,214,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (214),CC BY SA 4.0,"Piazza Santa Maria degli Angeli, Palermo",Palermo,24822085338
Palermo - via Cavour,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,282,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (282),CC BY SA 4.0,"Palermo, via Cavour, piazza Verdi",Palermo,24824204198
Palermo - via Roma,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,286,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (286),CC BY SA 4.0,"Palermo, via Roma",Palermo,24824688528
Palermo - via Roma,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,295,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (295),CC BY SA 4.0,"Palermo, via Roma",Palermo,24845796148
Palermo - via Borgo e chiesa di S. Lucia,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,296,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (296),CC BY SA 4.0,"Palermo, via Borgo e chiesa di S. Lucia",Palermo,24845878818
Palermo - Ponte di mare,"A. Vaccaro Cangialosi, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,317,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (317),CC BY SA 4.0,"Ponte di mare, Palermo",Palermo,24846812258
Palermo – Piccolo Porto S. Erasmo IV.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,337,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (337),CC BY SA 4.0,"Porticciolo di Sant'Erasmo, Palermo",Palermo,24954547798
Palermo – Foro Italico e Monte Pellegrino,"Dr. Trenkler Co, Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,340,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (340),CC BY SA 4.0,"Foro Italico, Palermo",Palermo,24954625178
Palermo - Foro Umberto I e Monte Pellegrino visti dal mare,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,342,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (342),CC BY SA 4.0,"Foro Umberto I, Palermo",Palermo,24976040928
Il disastro di via Lattarini la Croce rossa sui luoghi,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,357,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (357),CC BY SA 4.0,"via Lattarini, Palermo",Palermo,25504183677
il disastro di via Lattarini sbocchi in piazza della Borsa incordonati,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,359,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (359),CC BY SA 4.0,"Piazza della Borsa, via Lattarini, Palermo",Palermo,25504289757
il disastro di via Lattarini lavori per il crollo di un muro pericolante,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,360,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (360),CC BY SA 4.0,"via Lattarini, Palermo",Palermo,25504326307
Palermo – Foro Umberto I. Lo Statuto. Il tenente generale Crema e le Autorità,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,373,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (373),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,25505293117
Palermo – Foro Umberto I. Lo Statuto. Rivista Militare,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,376,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (376),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,25505431387
Palermo – Foro Italico e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,383,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (383),CC BY SA 4.0,"foro Umberto I, Foro Italico, Marina, Palermo",Palermo,25505803237
Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,400,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (400),CC BY SA 4.0,"corso dei Mille, Stabilimento Mulino Virga",Palermo,25623733247
Palermo - Fiume Oreto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,417,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (417),CC BY SA 4.0,"Fiume Oreto, Palermo",Palermo,25761133747
Palermo - Cala e,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,11,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (11),CC BY SA 4.0,"La Cala,  porto, porta Carbone, Palermo",Palermo,26260065599
Palermo - Cala - Imbarco - Emigranti,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,14,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (14),CC BY SA 4.0,"La Cala, emigranti, imbarco, porto,  Palermo",Palermo,26260490989
Palermo - Porto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,33,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (33),CC BY SA 4.0,"Porto, Monte Pellegrino, molo, banchina, barche, nave Palermo",Palermo,26331713639
Palermo - Veduta del Porto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,34,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (34),CC BY SA 4.0,"Porto, barche, molo, banchina, Palermo",Palermo,26332269479
Palermo - Porto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,37,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (37),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Palermo",Palermo,26332464669
Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,39,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (39),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Monte Pellegrino, Palermo",Palermo,26482143179
Veduta del Porto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,40,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (40),CC BY SA 4.0,"Porto, barche, veduta, molo, banchina, navi, Palermo",Palermo,26482215229
Palermo - Il Porto con veduta della Città,"Dr. Trenkler Co., Lipsia","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,41,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (41),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Palermo",Palermo,26503200939
Palermo – Foro Italico col Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,365,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (365),CC BY SA 4.0,"Foro Italico, Palermo",Palermo,26505545768
Palermo – Foro Umberto I. Lo Statuto. Rivista di garibaldini,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,379,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (379),CC BY SA 4.0,"foro Umberto I, Foro Italico,  Palermo",Palermo,26506520138
Palermo - Banchina d'approdo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,55,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (55),CC BY SA 4.0,"Porto, barche, molo, banchina, navi, Monte Pellegrino, Palermo",Palermo,26506565929
Palermo – Foro Italico e Monte Pellegrino,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,381,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (381),CC BY SA 4.0,"foro Umberto I, Foro Italico, Marina, Palermo",Palermo,26506583428
Palermo – Foro Italico,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,382,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (382),CC BY SA 4.0,"foro Umberto I, Foro Italico, Marina, Palermo",Palermo,26506640178
Palermo - Zisa,,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,14,pp. 401. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VII (14),CC BY SA 4.0,"Palermo, Zisa, castello della Zisa",Palermo,26512935687
Palermo - Porto,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,95,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (95),CC BY SA 4.0,"Porto, Cala, Palermo",Palermo,26524640918
Palermo - Panorama della Marina ,Devaux Paris,,Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,391,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (391),CC BY SA 4.0,"Palermo, Foro Italico,Foro Umberto I, Marina",Palermo,26545516938
Antiche denominazione delle Porte che custodivano la Città di Palermo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,99,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (99),CC BY SA 4.0,"porta Felice, porta dei Greci, porta Reale, porta Termini, Palermo",Palermo,26608586379
Palermo - Dogana - I.,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,63,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (63),CC BY SA 4.0,"Porto, barche, navi, molo, dogana, Palermo",Palermo,26609011779
Palermo - Il Monte Pellegrino dal Molo,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,67,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (67),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, Lanterna, faro, Monte Pellegrino, Palermo",Palermo,26609388289
"Palermo - Porta Felice, costruzione incominciata nel 1582",,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,117,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (117),CC BY SA 4.0,"porta Felice, Palermo",Palermo,26610682169
Palermo – Foro Umberto I,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,396,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (396),CC BY SA 4.0,"Foro Italico, Foro Umberto I, Palermo",Palermo,26623047728
Palermo - Kalsa - Antico quartiere arabo,Sciutto,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,401,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (401),CC BY SA 4.0,Kalsa,Palermo,26623380118
Palermo – Un vicolo alla Kalsa,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,404,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (404),CC BY SA 4.0,Kalsa,Palermo,26623612718
Palermo – Via Libertà,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,410,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (410),CC BY SA 4.0,via Libertà,Palermo,26623991258
Palermo - P.za Castello - Mercato della frutta,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,411,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (411),CC BY SA 4.0,piazza Castello,Palermo,26624173348
Palermo - Porta Felice e Foro Umberto I,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,124,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (124),CC BY SA 4.0,"porta Felice, Foro Umberto I, Foro Italico, Palermo",Palermo,26632645749
Palermo - Veduta del Porto,"Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,77,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (77),CC BY SA 4.0,"Porto, barche, navi, molo, banchina, lanterna, faro, Palermo",Palermo,26634396369
Palermo - Antemurale,,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,82,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (82),CC BY SA 4.0,"Porto, barche, molo, banchina, nave, Monte Pellegrino, Palermo",Palermo,26635296469
Palermo - Spiazzo davanti la Porta d'Ossuna,"F. Verderosa, Palermo","Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,136,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (136),CC BY SA 4.0,"Porta d'Ossuna, corso Alberto Amedeo, Palermo",Palermo,26635522059
Palermo - Il Monte Pellegrino col porto e l'antemurale,Alterocca Terni fot. Alinari,"Di Benedetto, Enrico",Collezione del Fondo Di Benedetto,Biblioteca comunale di Palermo - Sezione manoscritti e rari,85,pp. 418. E. Di Benedetto: Palermo - varia XIX – XX secolo,,collezione,VI (85),CC BY SA 4.0,"Porto, barche, nave, molo, banchina, Monte Pellegrino, Dogana, capitaneria, La Cala, Palermo",Palermo,26635540409
