latitude,longitude,risorsa
38.145307,13.370146,30393165547
38.145307,13.370146,31458761988
38.145392,13.371133,31458861848
38.113608,13.375511,33195306728
38.113709,13.375511,33195418708
38.113557,13.375532,33195570758
38.119297,13.369009,37233782634
38.119221,13.367174,37327064554
38.119221,13.367174,37349785504
38.119221,13.367174,37349974174
38.119221,13.367174,37350169294
38.120884,13.367528,37352462054
38.127332,13.365780,37398006534
38.127332,13.365780,37398117164
38.112747,13.378686,37398224024
38.123517,13.349483,37566824875
38.115060,13.359664,37566908965
38.115161,13.359889,37569810265
38.132328,13.362936,37570438034
38.132328,13.362936,37570874694
38.130640,13.364503,37571331374
38.130640,13.364503,37571411254
38.115726,13.361413,37648767075
38.115415,13.362078,37649951735
38.112213,13.352615,37669807164
38.112213,13.352615,37669853424
38.130176,13.363623,37670335134
38.132058,13.373322,37670511904
38.132058,13.373322,37670729134
38.117583,13.364235,37688576895
38.112325,13.352208,37689403045
38.112291,13.352594,37689992055
38.112223,13.352465,37690235345
38.120346,13.371262,37696126154
38.128885,13.364653,37696321824
38.120884,13.367528,37697067894
38.119264,13.362614,37706838505
38.117002,13.363934,37707000355
38.130176,13.363623,37718477414
38.120234,13.358452,37719048004
38.133206,13.347229,37786711805
38.119702,13.370983,37787682625
38.120217,13.358420,37788707035
38.118723,13.369545,37808226635
38.122547,13.345803,37808442065
38.116765,13.363505,37809084655
38.143222,13.357218,37829671515
38.112916,13.377774,37830395915
38.112924,13.377774,37830600235
38.112654,13.378558,37830787695
38.106517,13.373365,37830902935
38.129239,13.362593,37831492195
38.112071,13.352326,37860625404
38.113658,13.351607,37860738714
38.114157,13.366606,37878072914
38.117965,13.368000,37878244704
38.125256,13.355212,37878589674
38.119297,13.369009,37889303806
38.112848,13.378472,37938297325
38.112654,13.378558,37938454915
38.112654,13.378558,37938527245
38.117965,13.368000,37957515984
38.117965,13.368000,37957973514
38.117965,13.368000,37958432084
38.119702,13.370983,37958488444
38.124901,13.356145,37978797334
38.116765,13.363505,37979009134
38.124606,13.355276,37979027914
38.124403,13.355169,37979353914
38.119415,13.362132,37979675644
38.120040,13.366756,37982458196
38.119221,13.367174,37982868266
38.119221,13.367174,37982991976
38.130455,13.360286,37999645734
38.122099,13.360995,38001660134
38.119297,13.369009,38004073212
38.119221,13.367174,38004520782
38.119221,13.367174,38004869686
38.119221,13.367174,38005316322
38.119221,13.367174,38005965206
38.120284,13.369545,38029083302
38.119221,13.367174,38029160692
38.119221,13.367174,38035897861
38.125619,13.365833,38053237856
38.120284,13.369545,38059585691
38.120284,13.369545,38060128971
38.120284,13.369545,38061806991
38.127332,13.365780,38062317961
38.112654,13.378558,38108760064
38.125501,13.368065,38108809251
38.112704,13.378536,38111010224
38.112704,13.378536,38111040824
38.112704,13.378536,38111113524
38.116739,13.373848,38132840264
38.130640,13.364503,38203742756
38.132328,13.362936,38226783806
38.125619,13.365833,38227139346
38.130640,13.364503,38227368726
38.125734,13.367185,38247221432
38.121120,13.370704,38279508671
38.132328,13.362936,38281752091
38.112213,13.352615,38329484596
38.145627,13.372335,38329591536
38.112213,13.352615,38329676486
38.119753,13.371337,38330462046
38.119753,13.371337,38331656116
38.119753,13.371337,38331816956
38.119753,13.371337,38353394286
38.112213,13.352615,38353970242
38.130640,13.364503,38354003382
38.111977,13.352036,38354434212
38.126184,13.364653,38354597452
38.112477,13.352530,38354736762
38.119753,13.371337,38354901752
38.119753,13.371337,38354958796
38.119753,13.371337,38354978962
38.119753,13.371337,38355113312
38.132058,13.373322,38355137276
38.124978,13.363945,38355751666
38.132058,13.373322,38356193856
38.108704,13.355448,38356922406
38.119753,13.371337,38376764832
38.115726,13.361413,38376768046
38.119753,13.371337,38377139492
38.110586,13.348538,38377448686
38.120217,13.358420,38377888266
38.120217,13.358420,38377951056
38.132058,13.373322,38378359712
38.135400,13.369116,38378529042
38.112513,13.349804,38380158212
38.128412,13.374309,38380349812
38.130640,13.364503,38383983681
38.132058,13.373322,38384088541
38.121120,13.370704,38384423501
38.112213,13.352615,38384537101
38.130978,13.370361,38384779761
38.119753,13.371337,38384871721
38.119753,13.371337,38385048791
38.132058,13.373322,38385408121
38.119753,13.371337,38386574441
38.121027,13.357926,38400839032
38.115726,13.361413,38401404522
38.115726,13.361413,38401435512
38.110839,13.348946,38402277282
38.115726,13.361413,38403107472
38.119753,13.371337,38408629641
38.119753,13.371337,38408709641
38.132058,13.373322,38410019091
38.113591,13.379716,38410679471
38.110266,13.364996,38411176561
38.119297,13.369009,38411497451
38.121120,13.370704,38412095491
38.108704,13.355448,38412501481
38.118740,13.359407,38421026802
38.119702,13.370983,38424392512
38.112325,13.352701,38424482492
38.113641,13.351242,38424575982
38.115726,13.361413,38432316751
38.115726,13.361413,38432637131
38.121120,13.370704,38432915951
38.111894,13.351929,38433070261
38.108543,13.343764,38433599081
38.114942,13.360243,38434565171
38.120217,13.358420,38453241401
38.113692,13.356177,38453706831
38.115415,13.362078,38481698836
38.110249,13.351650,38500509706
38.115726,13.361413,38500567076
38.112697,13.355877,38500738436
38.112697,13.355877,38500852016
38.119264,13.362614,38502298256
38.114942,13.360243,38504483832
38.114942,13.360243,38504602272
38.122733,13.356896,38504766692
38.110249,13.351650,38506150192
38.117965,13.368000,38519433286
38.113363,13.353377,38521531056
38.111094,13.349869,38525274132
38.112055,13.360544,38525542882
38.112697,13.355877,38525595942
38.112122,13.360383,38526695552
38.122733,13.356896,38537184671
38.115415,13.362078,38537284081
38.115415,13.362078,38537562271
38.114157,13.366606,38537842766
38.114157,13.366606,38538001386
38.117965,13.368000,38538265156
38.117965,13.368000,38538335726
38.125374,13.355083,38538978126
38.112375,13.352766,38546168222
38.111364,13.350362,38557017981
38.117187,13.364320,38558624851
38.109961,13.364074,38565932240
38.118520,13.372206,38566977380
38.117965,13.368000,38595366421
38.126454,13.354396,38618342076
38.119702,13.370983,38619643246
38.124733,13.354547,38640262556
38.122437,13.365093,38640394086
38.130168,13.352047,38642173592
38.117965,13.368000,38643718432
38.117965,13.368000,38643798042
38.130235,13.352261,38661259936
38.112941,13.377785,38662778106
38.119297,13.362218,38662947086
38.119213,13.362164,38662991926
38.106500,13.373354,38662993756
38.112899,13.377828,38664296926
38.116782,13.363387,38664899362
38.116756,13.363494,38665216902
38.124581,13.355748,38673823671
38.125374,13.355083,38673932471
38.117965,13.368000,38675525621
38.123931,13.354386,38684568062
38.115904,13.372013,38684630410
38.106508,13.373354,38686449122
38.118807,13.362454,38686688062
38.124682,13.355587,38697017591
38.122977,13.345438,38697114281
38.119179,13.362293,38697298301
38.118048,13.362765,38697925311
38.116917,13.363366,38697979701
38.124614,13.355340,38698788211
38.124978,13.363945,38714124295
38.112916,13.378365,38717547361
38.123720,13.364460,38718325061
38.112848,13.378472,38793815032
38.115617,13.374996,38796277182
38.112704,13.378536,38817389072
38.112704,13.378536,38821794450
38.112704,13.378536,38826789581
38.122209,13.361499,38827653621
38.125619,13.365833,38827682911
38.112704,13.378536,38848943391
38.123905,13.359804,38902180864
38.122960,13.345642,38902245184
38.115490,13.364460,39479595285
38.119770,13.371262,39480377955
38.118065,13.372507,39480734955
38.119500,13.371584,39520596165
38.117558,13.342080,39527408970
38.116812,13.343024,39527466930
38.116782,13.340985,39574005120
38.116731,13.341093,39574116790
38.113125,13.371305,39598734445
38.124978,13.363945,39610231881
38.119044,13.372313,39665485414
38.115524,13.364610,39665614354
38.115904,13.372013,39665913454
38.118487,13.371949,39666820554
38.120462,13.372163,39667414504
38.117659,13.373429,39667459884
38.110045,13.364889,39706010324
38.123720,13.364460,39735632995
38.111815,13.379029,39735883225
38.117363,13.376347,39784280584
38.110069,13.364567,39784319494
38.115843,13.372678,39784686894
38.115904,13.372013,39784868054
38.115904,13.372013,39784945074
38.112704,13.378536,39785061284
38.117001,13.341479,39904577430
38.116967,13.341436,39904634940
38.114215,13.377935,40330704522
38.112780,13.346285,40330828872
38.110029,13.363730,40330957962
38.113304,13.360319,40331160422
38.120149,13.361917,40331531982
38.116579,13.374545,40332158442
38.119348,13.371756,40372188502
38.119500,13.371326,40372419182
38.115802,13.375360,40376261271
38.116073,13.371434,40376409871
38.115549,13.364439,40376865821
38.115507,13.364471,40376892251
38.118031,13.372142,40377206971
38.116815,13.373579,40377247711
38.118267,13.372077,40377357771
38.118504,13.372356,40377846651
38.117356,13.374137,40378106821
38.117457,13.373064,40378325061
38.122386,13.372464,40415603641
38.115262,13.378043,40415687231
38.111784,13.379974,40416332721
38.116812,13.343024,40486555275
38.116793,13.342830,40486642085
38.118583,13.372142,40494765441
38.102792,13.378193,40589771472
38.106041,13.373279,40590043882
38.110552,13.350555,40618846560
38.112704,13.378536,40631718391
38.116812,13.343024,40667783244
38.116680,13.340878,40669659784
38.117972,13.369717,40827297940
38.111531,13.353452,40898421495
38.111430,13.353345,40994349474
38.112460,13.354568,40995004424
38.111531,13.353452,40995004704
38.111413,13.353087,40995004884
38.111531,13.353452,41080566284
38.111531,13.353452,41080915634
38.111531,13.353452,41081033864
38.111531,13.353452,41081600234
38.116812,13.343024,41337111161
38.116812,13.343024,41381611581
38.116866,13.341178,41383408691
38.142488,13.370189,41401068060
38.110552,13.350512,41522864165
38.110603,13.350663,41522940415
38.110704,13.350448,41522940685
38.110704,13.350470,41522940775
38.110670,13.350534,41522941035
38.110704,13.350534,41522941275
38.110586,13.350749,41522941445
38.110670,13.350555,41522941515
38.110586,13.350620,41522941745
38.110704,13.350534,41522941975
38.110687,13.350577,41522942165
38.110670,13.350512,41522942415
38.110653,13.350470,41522942615
38.110670,13.350448,41522942755
38.110670,13.350448,41522942955
38.110721,13.350512,41524031975
38.110704,13.350427,41524853445
38.109691,13.352358,41527252810
38.119077,13.371605,41549716010
38.126252,13.338797,41549940890
38.107783,13.342573,41567022035
38.110603,13.350663,41702061134
38.110552,13.350620,41702171014
38.110687,13.350598,41702245824
38.110586,13.350620,41702246334
38.110687,13.350577,41702246864
38.110670,13.350555,41702247594
38.110603,13.350641,41702248094
38.110704,13.350512,41702248604
38.110636,13.350534,41702248994
38.110653,13.350470,41702250104
38.110619,13.350684,41702251384
38.110754,13.350470,41703378374
38.110619,13.350470,41703449484
38.110687,13.350512,41703718874
38.107715,13.342584,41746428954
38.111531,13.353452,41755694322
38.110418,13.350491,41796895051
38.111531,13.353452,41797313371
38.111531,13.353452,41797357541
38.111531,13.353452,41798083041
38.113481,13.366971,41890031595
38.117339,13.369631,41890161345
38.118132,13.369674,41917540454
38.119686,13.343624,41969595780
38.094545,13.393621,42068616840
38.126185,13.362765,42068617350
38.123483,13.341736,42068618030
38.133381,13.350298,42068618420
38.126185,13.362765,42068618900
38.153498,13.339547,42068619280
38.153498,13.339547,42068619660
38.153498,13.339547,42068619950
38.153498,13.339547,42068620250
38.153469,13.339708,42068620440
38.153469,13.339708,42068620680
38.121212,13.357550,42068620880
38.121212,13.357550,42068621060
38.121212,13.357550,42068621270
38.121212,13.357550,42068621530
38.121212,13.357550,42068621670
38.121212,13.357550,42068621850
38.121212,13.357550,42068622080
38.112274,13.357121,42072241294
38.111962,13.356467,42073423974
38.113439,13.366992,42073513144
38.117001,13.371713,42073610184
38.117879,13.369717,42073750484
38.120411,13.357143,42090359580
38.120411,13.357143,42090359880
38.120411,13.357143,42090360020
38.120411,13.357143,42090360090
38.120411,13.357143,42090360320
38.129780,13.347015,42133278290
38.102355,13.328990,42133528580
38.102329,13.328926,42133556130
38.102262,13.328905,42133597480
38.102295,13.328948,42133961110
38.126269,13.356456,42255801310
38.125104,13.356499,42255801480
38.125306,13.356413,42255802030
38.125188,13.356542,42255802240
38.145307,13.370146,42257687170
38.145307,13.370146,42257818300
38.145804,13.369674,42306676705
38.110704,13.350534,42375305722
38.110721,13.350598,42375305882
38.110738,13.350620,42376540982
38.110721,13.350534,42376751502
38.110704,13.350577,42377226372
38.110670,13.350491,42377490392
38.115904,13.369030,42412712435
38.106550,13.336865,42418141272
38.107699,13.342530,42419232252
38.110569,13.350512,42425000491
38.110754,13.350555,42426662131
38.110586,13.350620,42427240421
38.144555,13.355695,42432013665
38.109851,13.352669,42432767515
38.109387,13.352701,42454155295
38.142488,13.370189,42574313374
38.145796,13.369696,42574379204
38.142488,13.370189,42574470894
38.145796,13.369696,42576140404
38.118081,13.369674,42584501232
38.113658,13.355641,42584666292
38.110012,13.352787,42641377264
38.119162,13.371562,42641776674
38.126252,13.338797,42642198254
38.111945,13.356446,42741068722
38.117237,13.369481,42791185291
38.111042,13.349579,42866314934
38.122328,13.343431,42866416784
38.122328,13.343431,42866795254
38.119686,13.343624,42874483775
38.119686,13.343624,42874573525
38.136439,13.348334,42887854664
38.131120,13.352787,42896021855
38.131086,13.352830,42896022065
38.131069,13.352808,42896022165
38.131103,13.352830,42896022295
38.131154,13.352830,42896022405
38.131120,13.352808,42896022515
38.131052,13.352808,42896022645
38.131255,13.353001,42896022795
38.131103,13.352830,42896022995
38.131069,13.352873,42896023155
38.120462,13.357465,42994724225
38.125357,13.351725,43036191175
38.102177,13.328776,43037353275
38.102279,13.328862,43037542055
38.119686,13.343624,43062257164
38.131079,13.352851,43062285684
38.120276,13.357121,43101999215
38.120192,13.357143,43102000055
38.120310,13.357014,43102000275
38.120276,13.356993,43102000445
38.120259,13.357079,43102000605
38.120411,13.357143,43181136934
38.120411,13.357143,43181137654
38.120411,13.357143,43181137904
38.102355,13.329044,43223187864
38.102279,13.329055,43223312444
38.102312,13.328776,43223463574
38.102295,13.328840,43223488584
38.102228,13.328797,43223534564
38.102279,13.328948,43223675984
38.109893,13.352594,43286881532
38.145796,13.369696,43292623711
38.142488,13.370189,43294178181
38.119213,13.371520,43309801612
38.132705,13.346307,43314727411
38.120631,13.336265,43315140581
38.109336,13.352487,43358224911
38.155228,13.336265,43358343481
38.119111,13.371541,43358468571
38.145307,13.370146,43517442980
38.145307,13.370146,43517443660
38.145307,13.370146,43517444230
38.145307,13.370146,43517444830
38.145307,13.370146,43517445170
38.145307,13.370146,43517445370
38.145307,13.370146,43517445630
38.145307,13.370146,43517445890
38.122756,13.356639,43542128790
38.124959,13.359643,43542129070
38.118274,13.369653,43542129730
38.125026,13.359610,43542130060
38.123396,13.359439,43542130340
38.123413,13.359503,43542130820
38.123362,13.359439,43542131000
38.123364,13.359578,43542131510
38.123463,13.359460,43542131780
38.123413,13.359503,43542131990
38.123531,13.359503,43542132190
38.123328,13.359439,43542132410
38.123583,13.359149,43542133750
38.123406,13.359643,43542134260
38.119226,13.371391,43542134690
38.119108,13.371477,43542134880
38.119108,13.371541,43542135160
38.119159,13.371498,43542135600
38.119159,13.371434,43542135920
38.119041,13.371541,43542136390
38.118842,13.371712,43542136700
38.119500,13.371326,43542136950
38.118842,13.371712,43542137160
38.119248,13.372013,43542137430
38.116985,13.371283,43542137860
38.122235,13.359932,43542138110
38.122235,13.359932,43542138600
38.130312,13.351757,43542139140
38.121493,13.357829,43557994512
38.126252,13.338797,43584035181
38.118285,13.342498,43584453171
38.117061,13.365350,43584700051
38.126185,13.362765,43729887422
38.118285,13.342498,43730179842
38.131052,13.352744,43751381162
38.119686,13.343624,43778598231
38.119686,13.343624,43778634891
38.120411,13.357272,43851066982
38.121956,13.358741,43893671372
38.123534,13.359417,43893851212
38.102363,13.328862,43894267352
38.102245,13.328862,43894370732
38.112071,13.360608,43941880201
38.120327,13.357164,43959484312
38.120293,13.357079,43959484592
38.120225,13.357079,43959484972
38.120327,13.357079,43959485282
38.120293,13.356993,43959485412
38.120276,13.357121,43959485692
38.120209,13.357143,43959485952
38.120293,13.357164,43959486322
38.120310,13.356993,43959486622
38.120225,13.357186,43959486712
38.120394,13.357508,44008104801
38.120344,13.357229,44008105051
38.120344,13.357379,44008105681
38.120209,13.357079,44008106091
38.120344,13.357186,44008106271
38.120327,13.357186,44008106611
38.145307,13.370146,44018709712
38.145307,13.370146,44018710162
38.145307,13.370146,44018710272
38.145307,13.370146,44018710462
38.117778,13.362808,44025705241
38.117094,13.363119,44025705541
38.117575,13.362915,44025705651
38.117432,13.363001,44025705821
38.117432,13.362958,44025706021
38.117415,13.362711,44025706171
38.125155,13.356628,44064691151
38.125171,13.356542,44064691451
38.125256,13.356606,44064691631
38.125256,13.356606,44064691811
38.125205,13.356478,44064692021
38.125290,13.356521,44064692231
38.125188,13.356564,44064692281
38.145307,13.370146,44419778515
38.145307,13.370146,44419779325
38.145307,13.370146,44419878905
38.117008,13.364353,44443758165
38.147127,13.342659,44443758415
38.123430,13.359503,44443759905
38.123480,13.359374,44443761155
38.123575,13.359546,44443761495
38.123617,13.359750,44443761685
38.119091,13.371434,44443761855
38.123347,13.359589,44443762025
38.119176,13.371498,44443763045
38.119142,13.371498,44443763555
38.118859,13.371552,44443764545
38.122235,13.359932,44443765065
38.130312,13.351757,44443765205
38.130312,13.351757,44443765565
38.145307,13.370146,45283161602
38.145307,13.370146,45283161992
38.145307,13.370146,45283162392
38.145307,13.370146,45283162602
38.145307,13.370146,45283162882
38.145307,13.370146,45283163222
38.145307,13.370146,45283163452
38.145307,13.370146,45283177952
38.145307,13.370146,45283178342
38.145307,13.370146,45283178692
38.145307,13.370146,45283179132
38.145307,13.370146,45283179432
38.145307,13.370146,45283179852
38.145307,13.370146,45283180162
38.145307,13.370146,45283180472
38.145307,13.370146,45283180822
38.145307,13.370146,45283181222
38.145307,13.370146,45283181562
38.145307,13.370146,45283182182
38.145307,13.370146,45283182472
38.122805,13.356263,45307491032
38.119836,13.360930,45307491642
38.123430,13.359439,45307492492
38.123575,13.359546,45307493252
38.119108,13.371455,45307494292
38.145307,13.370146,45333033891
38.145307,13.370146,45333034341
38.145307,13.370146,45333034621
38.145307,13.370146,45333034951
38.113574,13.375554,46157111395
38.114536,13.374760,46346691854
38.113574,13.375554,46346821734
38.114182,13.376820,47018455372
38.114148,13.376777,47070518831
